TITULO,ANO,NOMES_AJUSTADOS
A TEMPORALLY COHERENT BACKGROUND MODEL FOR DIBR VIEW SYNTHESIS,2022,"['THIAGO LOPES TRUGILLO DA SILVEIRA', 'CLAUDIO ROSITO JUNG', 'MARCELO WALTER']"
A TENSORBASED MARKOV DECISION PROCESS REPRESENTATION,2020,"['FELIPE RECH MENEGUZZI', 'AFONSO HENRIQUE CORREA DE SALES']"
A TERPENOID METABOLIC NETWORK MODELLED AS GRAPH DATABASE,2017,"['MARISTELA TERTO DE HOLANDA', 'MARIA EMILIA MACHADO TELLES WALTER']"
A THEOREM TO CONSTRUCT FUZZY SUBSETHOOD MEASURES,2016,"['REGIVAN HUGO NUNES SANTIAGO', 'BENJAMIN RENE CALLEJAS BEDREGAL']"
A THERMOGRAPHIC TIME SERIES APPROACH FOR EVALUATING THE BREAST CANCER TREATMENT,2023,"['DEBORA CHRISTINA MUCHALUAT SAADE', 'AURA CONCI']"
A TIGHT LOWER BOUND FOR AN ONLINE HYPERCUBE PACKING PROBLEM AND BOUNDS FOR PRICES OF ANARCHY OF A RELATED GAME,2018,"['YOSHIHARU KOHAYAKAWA', 'FLAVIO KEIDI MIYAZAWA', 'YOSHIKO WAKABAYASHI']"
A TIGHT LOWER BOUND FOR THE ONLINE BOUNDED SPACE HYPERCUBE BIN PACKING PROBLEM,2021,"['YOSHIHARU KOHAYAKAWA', 'FLAVIO KEIDI MIYAZAWA', 'YOSHIKO WAKABAYASHI']"
A TIMEPHASED PARTITIONED CHECKPOINT APPROACH TO REDUCE STATE SNAPSHOT OVERHEAD,2023,"['ODORICO MACHADO MENDIZABAL', 'EDUARDO ADILIO PELINSON ALCHIERI', 'FERNANDO LUIS DOTTI']"
A TOOL FOR MEASURING ENERGY CONSUMPTION IN DATA STREAM MINING,2023,"['ANDREIA MALUCELLI', 'JEAN PAUL BARDDAL']"
A TOOL FOR SOFTWARE REQUIREMENT ALLOCATION USING ARTIFICIAL INTELLIGENCE PLANNING,2022,"['LETICIA MARA PERES', 'FABIANO SILVA']"
A TOOL FOR SUPPORTING THE TEACHING AND MODELING OF SOFTWARE ECOSYSTEMS USING SSN NOTATION,2022,"['EMANUEL FERREIRA COUTINHO', 'CARLA ILANE MOREIRA BEZERRA']"
A TOOL FOR VISUALIZATION AND ANALYSIS OF NEIGHBOURHOODS CLUSTERS AND INDICATORS DURING THE COVID19 PANDEMIC,2023,"['NIVAN ROBERTO FERREIRA JUNIOR', 'ADIEL TEIXEIRA DE ALMEIDA FILHO']"
A TOOL PROPOSAL FOR RECOMMENDING DESIGN THINKING TECHNIQUES IN SOFTWARE DEVELOPMENT,2021,['SABRINA DOS SANTOS MARCZAK']
A TOOLSET FOR EFFICIENT PRIVACYORIENTED VIRTUAL NETWORK EMBEDDING AND ITS INSTANTIATION ON SDNOPENFLOWBASED SUBSTRATES,2016,"['LUCIANO PASCHOAL GASPARY', 'LUCIANA SALETE BURIOL']"
A TOPIC DISCOVERY APPROACH FOR UNSUPERVISED ORGANIZATION OF LEGAL DOCUMENT COLLECTIONS,2023,"['ALTIGRAN SOARES DA SILVA', 'EDLENO SILVA DE MOURA']"
A TOPOLOGICAL APPLICATION OF LABELLED NATURAL DEDUCTION,2023,"['RUY JOSE GUERRA BARRETTO DE QUEIROZ', 'ANJOLINA GRISI DE OLIVEIRA']"
A TOPOLOGYBASED APPROACH TO COMPUTING NEIGHBORHOODOFINTEREST POINTS USING THE MORSE COMPLEX,2015,"['WILLIAM ROBSON SCHWARTZ', 'HELIO PEDRINI']"
A TUTORIAL ON GRAPH MODELS FOR SCHEDULING ROUNDROBIN SPORTS TOURNAMENTS,2023,"['SEBASTIAN ALBERTO URRUTIA', 'CELSO DA CRUZ CARNEIRO RIBEIRO']"
A TWOLEVEL MARKOV RANDOM FIELD FOR ROAD NETWORK EXTRACTION AND ITS APPLICATION WITH OPTICAL SAR AND MULTITEMPORAL DATA,2016,"['ROBERTO MARCONDES CESAR JUNIOR', 'ROBERTO HIRATA JUNIOR']"
A TWOPHASE MULTIOBJECTIVE METAHEURISTIC FOR A GREEN UAV GRID ROUTING PROBLEM,2023,"['LUIZ SATORU OCHI', 'IGOR MACHADO COELHO']"
A TWOSTAGE MACHINE LEARNING APPROACH FOR TEMPORALLYROBUST TEXT CLASSIFICATION,2017,"['WAGNER MEIRA JUNIOR', 'MARCOS ANDRE GONCALVES']"
A TWOSTAGE REGULARIZATION FRAMEWORK FOR HETEROGENEOUS EVENT NETWORKS,2020,"['RICARDO MARCONDES MARCACINI', 'SOLANGE OLIVEIRA REZENDE']"
A TWOSTEP CASCADE CLASSIFICATION METHOD,2017,"['ALCEU DE SOUZA BRITTO JR', 'FABRICIO ENEMBRECK', 'LUIZ EDUARDO SOARES DE OLIVEIRA']"
A TWOSTEP METHOD FOR DESIGNING EFFICIENT MULTIPLE CLASSIFIER SYSTEMS,2017,"['ALCEU DE SOUZA BRITTO JR', 'FABRICIO ENEMBRECK', 'LUIZ EDUARDO SOARES DE OLIVEIRA']"
A TWOTIER ANOMALYBASED INTRUSION DETECTION APPROACH FOR IOTENABLED SMART CITIES,2023,"['DANIEL MACEDO BATISTA', 'FABIO KON']"
A TWOTIER IMAGE REPRESENTATION APPROACH TO DETECTING CHILD PORNOGRAPHY,2016,"['ANDERSON DE REZENDE ROCHA', 'SANDRA ELIZA FONTES DE AVILA']"
A TYPEDIRECTED ALGORITHM TO GENERATE WELLTYPED FEATHERWEIGHT JAVA PROGRAMS,2018,"['RODRIGO GERALDO RIBEIRO', 'ANDRE RAUBER DU BOIS']"
A U769LTIMA DE769CADA DO USO DE DISPOSITIVOS DA INTERNET DAS COISAS DURANTE A TRIAGEM DE PACIENTES NO DEPARTAMENTO DE EMERGE770NCIA  UM MAPEAMENTO SISTEMA769TICO,2018,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA', 'KLEINNER SILVA FARIAS DE OLIVEIRA']"
A UBIQUITOUS MODEL FOR HEART MONITORING BASED ON SITUATION AWARENESS,2016,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA']"
A UNIFIED MAPREDUCE DOMAINSPECIFIC LANGUAGE FOR DISTRIBUTED AND SHARED MEMORY ARCHITECTURES,2015,"['LUIZ GUSTAVO LEAO FERNANDES', 'DALVAN JAIR GRIEBLER']"
A UNIFIED PROCEDURE FOR PROVABILITY AND COUNTERMODEL GENERATION IN MINIMAL IMPLICATIONAL LOGIC,2016,"['EDWARD HERMANN HAEUSLER', 'BRUNO LOPES VIEIRA']"
A USABILITY ASSESSMENT OF AUGMENTED SITUATED VISUALIZATION,2020,"['ANDERSON MACIEL', 'MARCELO WALTER']"
A USER EXPERIENCE AND USABILITY TEST ON CREATING GAMES SPECIFIED AS GRAPH GRAMMARS,2023,"['SIMONE ANDRE DA COSTA CAVALHEIRO', 'LUCIANA FOSS']"
A USER EXPERIENCE AND USABILITY TEST ON PLAYING GAMES SPECIFIED AS GRAPH GRAMMARS IN GRAMESTATION,2022,"['SIMONE ANDRE DA COSTA CAVALHEIRO', 'LUCIANA FOSS']"
A UTILIZAO DE METODOLOGIAS ATIVAS COM SUPORTE DE MINERAO DE DADOS EDUCACIONAIS E LEARNING ANALYTICS PARA A MITIGAO DA EVASO EM EAD UM MAPEAMENTO SISTEMTICO DA LITERATURA,2023,"['JORGE LUIS VICTORIA BARBOSA', 'SANDRO JOSE RIGO']"
A VALUEORIENTED AND CULTURALLY INFORMED APPROACH TO THE DESIGN OF INTERACTIVE SYSTEMS,2015,"['ROBERTO PEREIRA', 'MARIA CECILIA CALANI BARANAUSKAS']"
A VARIABLE FIXING HEURISTIC WITH LOCAL BRANCHING FOR THE FIXED CHARGE UNCAPACITATED NETWORK DESIGN PROBLEM WITH USEROPTIMAL FLOW,2016,"['LUIDI GELABERT SIMONETTI', 'PEDRO HENRIQUE GONZALEZ SILVA']"
A VECTORIZED ASSEMBLYFREE FEM SOLVER FOR IMAGEBASED NUMERICAL HOMOGENIZATION,2022,"['RICARDO LEIDERMAN', 'ANDRE MAUES BRABO PEREIRA']"
A VERIFYCORRECT APPROACH TO PERSON REIDENTIFICATION BASED ON PARTIAL LEAST SQUARES SIGNATURES,2015,"['WILLIAM ROBSON SCHWARTZ', 'HELIO PEDRINI']"
A VIRTUAL MACHINE MIGRATION POLICY BASED ON MULTIPLE ATTRIBUTE DECISION IN VEHICULAR CLOUD SCENARIO,2019,"['LEANDRO APARECIDO VILLAS', 'RODOLFO IPOLITO MENEGUETTE']"
A VISUAL MINING APPROACH TO IMPROVED MULTIPLE INSTANCE LEARNING,2021,"['ROSANE MINGHIM', 'MOACIR ANTONELLI PONTI']"
A VNSBASED ALGORITHM FOR THE MAMMOGRAPHY UNIT LOCATION PROBLEM,2019,"['PUCA HUACHI VAZ PENNA', 'MARCONE JAMILSON FREITAS SOUZA']"
A WEARABLE FACE RECOGNITION SYSTEM BUILT INTO A SMARTWATCH AND THE VISUALLY IMPAIRED USER,2015,"['MARIA CECILIA CALANI BARANAUSKAS', 'ANDERSON DE REZENDE ROCHA']"
A WEB FRAMEWORK FOR TEST AUTOMATION,2016,"['RONALDO DOS SANTOS MELLO', 'PATRICIA VILAIN']"
A WEB FRAMEWORK FOR TEST AUTOMATION USER SCENARIOS THROUGH USER INTERACTION DIAGRAMS,2016,"['RONALDO DOS SANTOS MELLO', 'PATRICIA VILAIN']"
A WEBBASED PLATFORM FOR SCAVENGER HUNT GAMES USING THE INTERNET OF THINGS,2015,"['KIEV SANTOS DA GAMA', 'VINICIUS CARDOSO GARCIA']"
A WISARDBASED CONDITIONAL BRANCH PREDICTOR,2022,"['LEANDRO SANTIAGO DE ARAUJO', 'DIEGO LEONEL CADETTE DUTRA']"
ABANDONMENT OF A SOFTWARE PROCESS IMPROVEMENT PROGRAM  INSIGHTS FROM CASE STUDIES,2020,"['ANDREIA MALUCELLI', 'SHEILA DOS SANTOS REINEHR']"
ABORDAGEM CONFIANA ZERO APLICADA A AMBIENTES COMPUTACIONAIS BIG DATA UM ESTUDO DE CASO,2022,"['DORGIVAL OLAVO GUEDES NETO', 'DANIEL FERNANDES MACEDO', 'JOSE MARCOS SILVA NOGUEIRA']"
ABORDAGEM CONFIANCA ZERO APLICADA A AMBIENTES COMPUTACIONAIS BIG DATA UM ESTUDO DE CASO,2022,"['DORGIVAL OLAVO GUEDES NETO', 'DANIEL FERNANDES MACEDO', 'JOSE MARCOS SILVA NOGUEIRA']"
ABORDAGEM DE APRENDIZADO ATIVO PARA CLASSIFICAO DE DADOS BIOMDICOS,2016,"['PEDRO HENRIQUE BUGATTI', 'PRISCILA TIEMI MAEDA SAITO']"
ABORDAGEM FUZZY VALORADA INTERVALARMENTE PARA CLASSIFICAO DE TRFEGO DE STREAMING DE VDEO,2022,"['ADENAUER CORREA YAMIN', 'RENATA HAX SANDER REISER']"
ABORDAGEM VISO UMA CONTRIBUIO  SOCIALIZAO ENTRE OBJETOS DA INTERNET DAS COISAS,2023,"['ADENAUER CORREA YAMIN', 'ANA MARILZA PERNAS FLEISCHMANN']"
ABORDAGENS DE APRENDIZADO ATIVO PARA RECUPERAO E CLASSIFICAO DE IMAGENS,2019,"['PEDRO HENRIQUE BUGATTI', 'PRISCILA TIEMI MAEDA SAITO']"
ABORDAGENS GRASP APLICADAS AO PROBLEMA QUOTA CARS,2017,"['MARCO CESAR GOLDBARG', 'ELIZABETH FERREIRA GOUVEA']"
ACADEMIC ENGLISH PROFICIENCY ASSESSMENT USING A COMPUTERIZED ADAPTIVE TEST,2019,['MARIANA CURI']
ACC INTERVALVALUED ATANASSOVS FUZZY EXTENSION,2019,"['RENATA HAX SANDER REISER', 'LUCIANA FOSS']"
ACCELERATING FLOATINGPOINT TO FIXEDPOINT DATA TYPE CONVERSION WITH EVOLUTIONARY ALGORITHMS,2015,"['VANDERLEI BONATO', 'CLAUDIO FABIANO MOTTA TOLEDO']"
ACCEPTANCE FACTORS OF PULL REQUESTS IN OPENSOURCE PROJECTS,2015,"['LEONARDO GRESTA PAULINO MURTA', 'ALEXANDRE PLASTINO DE CARVALHO']"
ACCESSIBILITY MUTATION TESTING OF ANDROID APPLICATIONS,2022,"['SILVIA REGINA VERGILIO', 'ANDRE TAKESHI ENDO']"
ACCURACY AND SIZE TRADEOFF OF A CARTESIAN GENETIC PROGRAMMING FLOW FOR LOGIC OPTIMIZATION,2021,"['CRISTINA MEINHARDT', 'MATEUS GRELLERT DA SILVA', 'JONATA TYSKA CARVALHO']"
ACCURATE FIT RATE ESTIMATION THROUGH HIGHLEVEL SOFTWARE FAULT INJECTION,2022,"['DANIEL ALFONSO GONCALVES DE OLIVEIRA', 'PAOLO RECH']"
ACELERANDO UMA APLICAO DE DETECO DE PISTAS COM MPI,2020,"['LUIZ GUSTAVO LEAO FERNANDES', 'DALVAN JAIR GRIEBLER']"
ACESSE CONCURSOS UM SITE ACESSVEL PARA ORGANIZADORAS DE CONCURSOS PBLICOS,2015,"['CARLOS EDUARDO FERREIRA', 'JOSE VITERBO FILHO', 'DANIELA GORSKI TREVISAN']"
ACESSIBILIDADE COMO UM VALOR NO PROJETO DE TECNOLOGIAS EDUCACIONAIS UMA AVALIAO DO SISTEMA DE APOIO  REALIZAO DO ENEM PARA SURDOS,2018,"['ROBERTO PEREIRA', 'LAURA SANCHEZ GARCIA']"
ACHIEVING GDPR COMPLIANCE THROUGH PROVENANCE AN EXTENDED MODEL,2020,"['VANESSA BRAGANHOLO MURTA', 'ALTIGRAN SOARES DA SILVA']"
ACTIVE AND DESCRIPTOR LEARNING TECHNIQUES FOR IMAGE CLASSIFICATION AND RETRIEVAL,2019,"['PEDRO HENRIQUE BUGATTI', 'PRISCILA TIEMI MAEDA SAITO']"
ACTIVE LEARNING STRATEGIES AND CONVOLUTIONAL NEURAL NETWORKS FOR MAMMOGRAM CLASSIFICATION,2021,"['PEDRO HENRIQUE BUGATTI', 'PRISCILA TIEMI MAEDA SAITO']"
ACTIVE LEARNING WITH INTERACTIVE RESPONSE TIME AND ITS APPLICATION TO THE DIAGNOSIS OF PARASITES,2015,"['PEDRO JUSSIEU DE REZENDE', 'ALEXANDRE XAVIER FALCAO']"
ACTIVE METHODOLOGY EDUCATIONAL DATA MINING AND LEARNING ANALYTICS A SYSTEMATIC MAPPING STUDY,2021,"['JORGE LUIS VICTORIA BARBOSA', 'SANDRO JOSE RIGO']"
ACTIVE SEMISUPERVISED LEARNING FOR ANALYSIS OF BIOLOGICAL DATA,2017,"['PEDRO HENRIQUE BUGATTI', 'PRISCILA TIEMI MAEDA SAITO']"
ACTIVE SEMISUPERVISED LEARNING FOR BIOLOGICAL DATA CLASSIFICATION,2020,"['PEDRO HENRIQUE BUGATTI', 'PRISCILA TIEMI MAEDA SAITO']"
ACTIVITY RECOGNITION BASED ON A MAGNITUDEORIENTATION STREAM NETWORK,2017,"['WILLIAM ROBSON SCHWARTZ', 'JEFERSSON ALEX DOS SANTOS']"
AD HOC VEHICULAR EXPLORATORY EVALUATION OF A VEHICULAR AD HOC NETWORK IN URBAN AND HIGHWAY SETTINGS,2015,"['GERALDO PEREIRA ROCHA FILHO', 'JO UEYAMA', 'RODOLFO IPOLITO MENEGUETTE']"
ADADRIFT AN ADAPTIVE LEARNING TECHNIQUE FOR LONGHISTORY STREAMBASED RECOMMENDER SYSTEMS,2020,"['FABRICIO ENEMBRECK', 'JEAN PAUL BARDDAL']"
ADAPTAO DO PROCESSO ENGAGED PARA O DESENVOLVIMENTO DE CONTEDOS CURRICULARES EM UMA PLATAFORMA DE JOGOS BASEADA EM GRAMTICA DE GRAFOS,2021,"['SIMONE ANDRE DA COSTA CAVALHEIRO', 'LUCIANA FOSS']"
ADAPTING AND APPLYING A PERFORMANCE DEVIATION ANALYSIS TOOL IN WEB INFORMATION SYSTEMS,2019,"['MARCOS MEDEIROS RAIMUNDO', 'UIRA KULESZA']"
ADAPTING DYNAMIC CLASSIFIER SELECTION FOR CONCEPT DRIFT,2018,"['ALCEU DE SOUZA BRITTO JR', 'LUIZ EDUARDO SOARES DE OLIVEIRA']"
ADAPTING NOISE FILTERS FOR RANKING,2015,"['ANDRE CARLOS PONCE DE LEON FERREIRA DE CARVALHO', 'LUIS PAULO FAINA GARCIA']"
ADAPTING THE MARKOV CHAIN BASED ALGORITHM MDBSCAN TO DETECT OPPONENTSSTRATEGY CHANGES IN THE DYNAMIC SCENARIO OF A STARCRAGT PLAYER AGENT,2020,"['ELAINE RIBEIRO DE FARIA PAIVA', 'RITA MARIA DA SILVA JULIA']"
ADAPTIVE AND DYNAMIC RECONFIGURABLE MULTIPROCESSOR SYSTEM TO IMPROVE SOFTWARE PRODUCTIVITY,2015,"['ANTONIO CARLOS SCHNEIDER BECK FILHO', 'LUIGI CARRO']"
ADAPTIVE AUTOMATED STORYTELLING BASED ON AUDIENCE RESPONSE,2015,"['MARCUS VINICIUS SOLEDADE POGGI DE ARAGAO', 'BRUNO FEIJO']"
ADAPTIVE BATCH SIZE CGP IMPROVING ACCURACY AND RUNTIME FOR CGP LOGIC OPTIMIZATION FLOW,2023,"['CRISTINA MEINHARDT', 'JONATA TYSKA CARVALHO']"
ADAPTIVE BLOCK PARTITIONING OF POINT CLOUDS FOR VIDEOBASED COLOR COMPRESSION,2020,"['RICARDO LOPES DE QUEIROZ', 'CAMILO CHANG DOREA']"
ADAPTIVE CLIENT SELECTION WITH PERSONALIZATION FOR COMMUNICATION EFFICIENT FEDERATED LEARNING,2024,"['LEANDRO APARECIDO VILLAS', 'ANTONIO ALFREDO FERREIRA LOUREIRO', 'LUIZ FERNANDO BITTENCOURT']"
ADAPTIVE ENERGYAWARE COMPUTATION OFFLOADING FOR CLOUD OF THINGS SYSTEMS,2017,"['PAULO DE FIGUEIREDO PIRES', 'FLAVIA COIMBRA DELICATO']"
ADAPTIVE EVENT SENSING IN NETWORKS OF AUTONOMOUS MOBILE AGENTS,2016,"['VALMIR CARNEIRO BARBOSA', 'FABIO PROTTI']"
ADAPTIVE GLOBAL KNEAREST NEIGHBORS FOR HIERARCHICAL CLASSIFICATION OF DATA STREAMS,2021,"['JULIO CESAR NIEVOLA', 'JEAN PAUL BARDDAL']"
ADAPTIVE GLOBAL KNEAREST NEIGHBORS FOR HIERARCHICAL CLASSIFICATION OF DATA STREAMS              LTSUPGTLTSUPGT,2021,"['JULIO CESAR NIEVOLA', 'JEAN PAUL BARDDAL']"
ADAPTIVE KEY RECOVERY ATTACKS ON NTRUBASED SOMEWHAT HOMOMORPHIC ENCRYPTION SCHEMES,2015,['RICARDO DAHAB']
ADAPTIVE LEARNING ON HIERARCHICAL DATA STREAMS USING WINDOWWEIGHTED GAUSSIAN PROBABILITIES,2024,"['JULIO CESAR NIEVOLA', 'JEAN PAUL BARDDAL']"
ADAPTIVE PATCHES FOR MESH DENOISING,2018,"['ALBERTO BARBOSA RAPOSO', 'MARCELO GATTASS']"
ADAPTIVE PLACEMENT  CHAINING OF VIRTUAL NETWORK FUNCTIONS WITH NFVPEAR,2019,"['WEVERTON LUIS DA COSTA CORDEIRO', 'LUCIANO PASCHOAL GASPARY']"
ADAPTIVE PLACEMENT AMP CHAINING OF VIRTUAL NETWORK FUNCTIONS WITH NFVPEAR,2019,"['WEVERTON LUIS DA COSTA CORDEIRO', 'LUCIANO PASCHOAL GASPARY']"
ADAPTIVE RANDOM FORESTS FOR EVOLVING DATA STREAM CLASSIFICATION,2017,"['FABRICIO ENEMBRECK', 'JEAN PAUL BARDDAL']"
ADAPTIVE SEGMENTATION FOR DISCONTINUITY DETECTION ON KARSTIFIED CARBONATE OUTCROP IMAGES FROM UAVSFM ACQUISITION AND DETECTION BIAS ANALYSIS,2022,"['LUIZ GONZAGA DA SILVEIRA JUNIOR', 'MAURICIO ROBERTO VERONEZ']"
ADAPTIVE THRESHOLD ARCHITECTURE FOR SPECTRUM SENSING IN PUBLIC SAFETY RADIO CHANNELS,2015,"['LISANDRO ZAMBENEDETTI GRANVILLE', 'CRISTIANO BONATO BOTH', 'MARCELO ANTONIO MAROTTA']"
ADC UM MECANISMO DE CONTROLE DE ACESSO PARA O CICLO DE VIDA DAS COISAS INTELIGENTES,2016,"['ITALO FERNANDO SCOTA CUNHA', 'MICHELE NOGUEIRA LIMA']"
ADDING HUMAN INTERACTION ASPECTS IN THE WRITING OF USER STORIES,2017,"['TIAGO PEREIRA DA SILVA', 'LUCIANA APARECIDA MARTINEZ ZAINA']"
ADDING VALUE TO DAILYDEALS RECOMMENDATION MULTIARMED BANDITS TO MATCH CUSTOMERS AND DEALS,2015,"['ADRIANO ALONSO VELOSO', 'NIVIO ZIVIANI']"
ADDRESSING BRAZILIAN DIVERSITY IN PERSONAL COMPUTING SYSTEMS WITH A TAILORINGBASED APPROACH,2020,"['VANIA PAULA DE ALMEIDA NERIS', 'MARIA CECILIA CALANI BARANAUSKAS']"
ADDRESSING SEARCH IN SCIENTIFIC OPEN DATA REPOSITORIES A SEMANTIC METASEARCH PLATFORM,2021,"['JULIO CESAR DOS REIS', 'CLAUDIA MARIA BAUZER MEDEIROS']"
ADDRESSING THE GAP BETWEEN CURRENT LANGUAGE MODELS AND KEYTERMBASED CLUSTERING,2023,"['MARIA CRISTINA FERREIRA DE OLIVEIRA', 'ROSANE MINGHIM']"
ADEQUATE SOFTWARE QUALITY EVALUATION MODEL V10,2015,"['CHRISTIANE ANNELIESE GRESSE VON WANGENHEIM', 'ALDO VON WANGENHEIM']"
ADICIONANDO TRANSACTIONAL BOOSTING EM UM COMPILADOR DA  LINGUAGEM HASKELL,2016,"['ANDRE RAUBER DU BOIS', 'RENATA HAX SANDER REISER']"
ADICIONANDO TRANSACTIONAL BOOSTING EM UM COMPUTADOR DA LINGUAGEM HASKELL,2016,"['ANDRE RAUBER DU BOIS', 'RENATA HAX SANDER REISER']"
ADJUSTING VIDEO TILING TO AVAILABLE RESOURCES IN A PERFRAME BASIS IN HIGH EFFICIENCY VIDEO CODING,2016,"['SERGIO BAMPI', 'DANIEL MUNARI VILCHEZ PALOMINO']"
ADJUSTMENT OF AN EPIDEMIOLOGICAL CELLULAR AUTOMATABASED MODEL USING GENETIC ALGORITHM,2020,"['LUIZ GUSTAVO ALMEIDA MARTINS', 'GINA MAIRA BARBOSA DE OLIVEIRA']"
ADMITS ARCHITECTING DISTRIBUTED MONITORING AND ANALYTICS IN IOTBASED DISASTER SCENARIOS,2020,"['AUGUSTO JOSE VENANCIO NETO', 'RAFAEL PASQUINI']"
ADOC807A771O DE SGBDS NOSQL EM EMPRESAS BRASILEIRAS UM LEVANTAMENTO PRELIMINAR,2022,"['DANIEL CARDOSO MORAES DE OLIVEIRA', 'MARCOS VINICIUS NAVES BEDO']"
ADOPTING AGILE SOFTWARE DEVELOPMENT COMBINED WITH USERCENTERED DESIGN AND LEAN STARTUP A SYSTEMATIC LITERATURE REVIEW ON MATURITY MODELS,2021,"['RICARDO BASTOS CAVALCANTE PRUDENCIO', 'SABRINA DOS SANTOS MARCZAK']"
ADVANCED DRIVER ASSISTANCE SYSTEM BASED ON AUTOMATED ROUTINES FOR THE BENEFIT OF HUMAN FAULTS CORRECTION IN ROBOTICS VEHICLES,2018,"['FERNANDO SANTOS OSORIO', 'DENIS FERNANDO WOLF']"
ADVANCED DRIVER ASSISTANCE SYSTEM BASED ON NEUROFSM APPLIED IN THE DETECTION OF AUTONOMOUS HUMAN FAULTS AND SUPPORT TO SEMIAUTONOMOUS CONTROL FOR ROBOTIC VEHICLES,2019,"['FERNANDO SANTOS OSORIO', 'DENIS FERNANDO WOLF']"
ADVANCES ON CONCEPT DRIFT DETECTION IN REGRESSION TASKS USING SOCIAL NETWORKS THEORY,2015,"['FABRICIO ENEMBRECK', 'JEAN PAUL BARDDAL']"
ADVERSARIAL FEATURE HALLUCINATION IN A SUPERVISED CONTRASTIVE SPACE FOR FEWSHOT LEARNING OF PROVENANCE IN PAINTINGS,2023,"['HELIO PEDRINI', 'ZANONI DIAS']"
AES PARA A INCLUSO FEMININA NA ERA DIGITAL DESPERTANDO O INTERESSE EM PROGRAMAO,2018,"['KALINKA REGINA LUCAS JAQUIE CASTELO BRANCO', 'JOSE CARLOS MALDONADO']"
AFFECTIVE STATES IN COMPUTERSUPPORTED COLLABORATIVE LEARNING STUDYING THE PAST TO DRIVE THE FUTURE,2018,"['SEIJI ISOTANI', 'PATRICIA AUGUSTIN JAQUES MAILLARD']"
AFFECTIVE STATES IN CSCL ENVIRONMENTS A SYSTEMATIC MAPPING OF THE LITERATURE,2015,"['SEIJI ISOTANI', 'PATRICIA AUGUSTIN JAQUES MAILLARD']"
AFFINITYBASED THREAD AND DATA MAPPING IN SHARED MEMORY SYSTEMS,2016,"['MARCO ANTONIO ZANATA ALVES', 'PHILIPPE OLIVIER ALEXANDRE NAVAUX']"
AGENTBASED FRAMEWORK TO INDIVIDUAL TRACKING IN UNCONSTRAINED ENVIRONMENTS,2017,"['CELIA GHEDINI RALHA', 'FLAVIO DE BARROS VIDAL']"
AGGREGATING DATA CENTER MEASUREMENTS FOR AVAILABILITY ANALYSIS,2020,"['DJAMEL FAWZI HADJ SADOK', 'JUDITH KELNER']"
AGGREGATING FUZZY EXOR CONNECTIVES BASED ON THE OWAOPERATOR,2015,"['RENATA HAX SANDER REISER', 'BENJAMIN RENE CALLEJAS BEDREGAL']"
AGGREGATING FUZZY QL AND SNSUBIMPLICATIONS CONJUGATE AND DUAL CONSTRUCTIONS,2016,"['ADENAUER CORREA YAMIN', 'RENATA HAX SANDER REISER']"
AGGREGATION OF INDIVIDUAL RANKINGS THROUGH FUSION FUNCTIONS CRITICISM AND OPTIMALITY ANALYSIS,2020,"['ABEL GUILHERMINO DA SILVA FILHO', 'REGIVAN HUGO NUNES SANTIAGO']"
AGGREGATIONBASED OPERATIONS FOR REVERSAL FUZZY SWITCH GRAPHS,2022,"['REGIVAN HUGO NUNES SANTIAGO', 'DANIEL RATTON FIGUEIREDO']"
AGGRESSIVE PERFORMANCE IMPROVEMENT ON PROCESSINGINMEMORY DEVICES BY ADOPTING HUGEPAGES,2022,"['MARCO ANTONIO ZANATA ALVES', 'LUIGI CARRO']"
AGILE ACCELERATOR PROGRAM FROM INDUSTRYACADEMIA COLLABORATION TO EFFECTIVE AGILE TRAINING,2020,"['SABRINA DOS SANTOS MARCZAK', 'RAFAEL PRIKLADNICKI']"
AGILE AND UCD INTEGRATION BASED ON PREDEVELOPMENT USABILITY EVALUATIONS AN EXPERIENCE REPORT,2016,"['MILENE SELBACH SILVEIRA', 'TIAGO PEREIRA DA SILVA']"
AGILE TEAM MEMBERS PERCEPTIONS ON NONFUNCTIONAL TESTING NFLUENCING FACTORS FROM AN EMPIRICAL STUDY,2016,['SABRINA DOS SANTOS MARCZAK']
AGREGAO DE DADOS COM DESVIO DE BURACOS PARA REDES DE SENSORES SEM FIO COM SINKS DE ALTO ALCANCE,2016,"['HORACIO ANTONIO BRAGA FERNANDES DE OLIVEIRA', 'EDUARDO FREIRE NAKAMURA', 'RAIMUNDO DA SILVA BARRETO']"
AGREGAO DINMICA DE ENLACES EM AMBIENTES DE REDES DEFINIDAS POR SOFTWARE,2017,"['ANTONIO ALFREDO FERREIRA LOUREIRO', 'MARCOS AUGUSTO MENEZES VIEIRA']"
AGRIEXT APLICATIVO PARA USO SUSTENTAVEL DA  AGUA POR  AGRICULTORES FAMILIARES,2018,"['ANDREIA LIBORIO SAMPAIO', 'TICIANA LINHARES COELHO DA SILVA']"
AGRIPREDICTION A PROACTIVE INTERNET OF THINGS MODEL TO ANTICIPATE PROBLEMS AND IMPROVE PRODUCTION IN AGRICULTURAL CROPS,2018,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA']"
